airport,season,arr_flights,arr_delay,weather_adjusted,weather_share_adjusted,iata_code,name,type,municipality,latitude_deg,longitude_deg
COU,Winter,1831.0,30560.0,8051.662,0.2634706151832461,COU,Columbia Regional Airport,medium_airport,Columbia,38.8181,-92.219597
CPR,Fall,2844.0,33867.0,3961.7760000000003,0.11698042342102932,CPR,Casper-Natrona County International Airport,medium_airport,Casper,42.907381,-106.461609
CPR,Spring,2458.0,33367.0,7202.338,0.21585212934935713,CPR,Casper-Natrona County International Airport,medium_airport,Casper,42.907381,-106.461609
CPR,Summer,2951.0,65616.0,9093.834,0.1385917154352597,CPR,Casper-Natrona County International Airport,medium_airport,Casper,42.907381,-106.461609
CPR,Winter,2165.0,35388.0,6076.026,0.1716973550356053,CPR,Casper-Natrona County International Airport,medium_airport,Casper,42.907381,-106.461609
CRP,Fall,6924.0,60858.0,7175.942,0.11791287916132637,CRP,Corpus Christi International Airport,medium_airport,Corpus Christi,27.770399,-97.501198
CRP,Spring,6946.0,87775.0,14109.16,0.16074235260609512,CRP,Corpus Christi International Airport,medium_airport,Corpus Christi,27.770399,-97.501198
CRP,Summer,7102.0,121678.0,14502.694,0.11918912210917339,CRP,Corpus Christi International Airport,medium_airport,Corpus Christi,27.770399,-97.501198
CRP,Winter,5842.0,65456.0,11648.108,0.1779532510388658,CRP,Corpus Christi International Airport,medium_airport,Corpus Christi,27.770399,-97.501198
CRW,Fall,4453.0,54332.0,10664.238,0.19627913568431127,CRW,Yeager Airport,medium_airport,Charleston,38.3731,-81.593201
CRW,Spring,4399.0,59007.0,11975.084,0.2029434473875981,CRW,Yeager Airport,medium_airport,Charleston,38.3731,-81.593201
CRW,Summer,4680.0,100482.0,19230.554,0.19138307358531875,CRW,Yeager Airport,medium_airport,Charleston,38.3731,-81.593201
CRW,Winter,3679.0,64436.0,11687.66,0.18138400893910236,CRW,Yeager Airport,medium_airport,Charleston,38.3731,-81.593201
CSG,Fall,1558.0,11545.0,2518.3379999999997,0.21813235166738845,CSG,Columbus Airport,medium_airport,Columbus,32.516415,-84.939602
CSG,Spring,1613.0,16324.0,4209.226,0.2578550600343053,CSG,Columbus Airport,medium_airport,Columbus,32.516415,-84.939602
CSG,Summer,1551.0,19615.0,3175.924,0.16191302574560285,CSG,Columbus Airport,medium_airport,Columbus,32.516415,-84.939602
CSG,Winter,1600.0,22431.0,8584.126,0.38269029468146765,CSG,Columbus Airport,medium_airport,Columbus,32.516415,-84.939602
CVG,Fall,51958.0,540277.0,56818.698000000004,0.10516586491744051,CVG,Cincinnati Northern Kentucky International Airport,large_airport,Cincinnati / Covington,39.048801,-84.667801
CVG,Spring,50749.0,729029.0,94612.64,0.129778979985707,CVG,Cincinnati Northern Kentucky International Airport,large_airport,Cincinnati / Covington,39.048801,-84.667801
CVG,Summer,54745.0,1168247.0,169746.468,0.14530015313542427,CVG,Cincinnati Northern Kentucky International Airport,large_airport,Cincinnati / Covington,39.048801,-84.667801
CVG,Winter,42238.0,547269.0,67420.798,0.12319498820506916,CVG,Cincinnati Northern Kentucky International Airport,large_airport,Cincinnati / Covington,39.048801,-84.667801
CWA,Fall,2458.0,27592.0,6321.08,0.2290910408814149,CWA,Central Wisconsin Airport,medium_airport,Mosinee,44.777448,-89.670238
CWA,Spring,2257.0,24285.0,6296.882,0.2592910026765493,CWA,Central Wisconsin Airport,medium_airport,Mosinee,44.777448,-89.670238
CWA,Summer,2749.0,44254.0,9475.44,0.21411488227052922,CWA,Central Wisconsin Airport,medium_airport,Mosinee,44.777448,-89.670238
CWA,Winter,1935.0,42390.0,24002.796,0.5662372257607926,CWA,Central Wisconsin Airport,medium_airport,Mosinee,44.777448,-89.670238
CYS,Fall,743.0,12828.0,1424.556,0.11105051449953228,CYS,Cheyenne Regional Jerry Olson Field,medium_airport,Cheyenne,41.155701,-104.811997
CYS,Spring,621.0,13105.0,3436.754,0.262247539107211,CYS,Cheyenne Regional Jerry Olson Field,medium_airport,Cheyenne,41.155701,-104.811997
CYS,Summer,548.0,17528.0,1112.5900000000001,0.06347501141031493,CYS,Cheyenne Regional Jerry Olson Field,medium_airport,Cheyenne,41.155701,-104.811997
CYS,Winter,664.0,11747.0,4620.066000000001,0.3932975227717716,CYS,Cheyenne Regional Jerry Olson Field,medium_airport,Cheyenne,41.155701,-104.811997
DAB,Fall,3227.0,21048.0,1638.428,0.07784245534017484,DAB,Daytona Beach International Airport,medium_airport,Daytona Beach,29.18255,-81.059464
DAB,Spring,4197.0,41859.0,7044.6140000000005,0.16829389139731002,DAB,Daytona Beach International Airport,medium_airport,Daytona Beach,29.18255,-81.059464
DAB,Summer,3814.0,54187.0,8192.308,0.15118585638621812,DAB,Daytona Beach International Airport,medium_airport,Daytona Beach,29.18255,-81.059464
DAB,Winter,3354.0,35028.0,5373.812,0.15341475391115678,DAB,Daytona Beach International Airport,medium_airport,Daytona Beach,29.18255,-81.059464
DAL,Fall,88193.0,824677.0,116990.83200000001,0.14186261045233467,DAL,Dallas Love Field,large_airport,Dallas,32.844776,-96.847653
DAL,Spring,85401.0,1087942.0,184159.448,0.16927322228574684,DAL,Dallas Love Field,large_airport,Dallas,32.844776,-96.847653
DAL,Summer,89483.0,1385016.0,167809.328,0.12116056998619511,DAL,Dallas Love Field,large_airport,Dallas,32.844776,-96.847653
DAL,Winter,74400.0,703775.0,79004.01,0.11225748286028915,DAL,Dallas Love Field,large_airport,Dallas,32.844776,-96.847653
DAY,Fall,13249.0,153486.0,13121.696,0.08549115880275726,DAY,James M. Cox Dayton International Airport,medium_airport,Dayton,39.902401,-84.219398
DAY,Spring,12776.0,180757.0,28604.406,0.15824784655642657,DAY,James M. Cox Dayton International Airport,medium_airport,Dayton,39.902401,-84.219398
DAY,Summer,13425.0,296882.0,49513.944,0.16677987887443496,DAY,James M. Cox Dayton International Airport,medium_airport,Dayton,39.902401,-84.219398
DAY,Winter,10861.0,167509.0,23918.9,0.14279173059358005,DAY,James M. Cox Dayton International Airport,medium_airport,Dayton,39.902401,-84.219398
DBQ,Fall,209.0,1939.0,868.944,0.44814027849406907,DBQ,Dubuque Regional Airport,medium_airport,Dubuque,42.402,-90.709503
DBQ,Spring,283.0,1882.0,271.956,0.1445037194473964,DBQ,Dubuque Regional Airport,medium_airport,Dubuque,42.402,-90.709503
DBQ,Summer,330.0,4499.0,1461.402,0.32482818404089797,DBQ,Dubuque Regional Airport,medium_airport,Dubuque,42.402,-90.709503
DBQ,Winter,202.0,2144.0,1124.67,0.5245662313432836,DBQ,Dubuque Regional Airport,medium_airport,Dubuque,42.402,-90.709503
DCA,Fall,173630.0,2054306.0,284213.802,0.1383502759569412,DCA,Ronald Reagan Washington National Airport,large_airport,Washington,38.8521,-77.037697
DCA,Spring,165128.0,2449163.0,345167.034,0.14093265086888868,DCA,Ronald Reagan Washington National Airport,large_airport,Washington,38.8521,-77.037697
DCA,Summer,169728.0,3523819.0,607444.588,0.17238246005257363,DCA,Ronald Reagan Washington National Airport,large_airport,Washington,38.8521,-77.037697
DCA,Winter,146350.0,2235626.0,366225.606,0.16381344911894924,DCA,Ronald Reagan Washington National Airport,large_airport,Washington,38.8521,-77.037697
DDC,Fall,778.0,8872.0,1644.798,0.1853920198376916,DDC,Dodge City Regional Airport,medium_airport,Dodge City,37.76340103149414,-99.9655990600586
DDC,Spring,780.0,11067.0,912.162,0.08242179452426132,DDC,Dodge City Regional Airport,medium_airport,Dodge City,37.76340103149414,-99.9655990600586
DDC,Summer,788.0,14214.0,1494.88,0.10516955114675673,DDC,Dodge City Regional Airport,medium_airport,Dodge City,37.76340103149414,-99.9655990600586
DDC,Winter,716.0,9454.0,1453.752,0.15377110217897186,DDC,Dodge City Regional Airport,medium_airport,Dodge City,37.76340103149414,-99.9655990600586
DEC,Fall,994.0,12755.0,991.926,0.07776762054096432,DEC,Decatur Airport,medium_airport,Decatur,39.834598541259766,-88.8656997680664
DEC,Spring,1078.0,16207.0,1339.306,0.08263750231381502,DEC,Decatur Airport,medium_airport,Decatur,39.834598541259766,-88.8656997680664
DEC,Summer,1039.0,19522.0,2226.2219999999998,0.11403657412150393,DEC,Decatur Airport,medium_airport,Decatur,39.834598541259766,-88.8656997680664
DEC,Winter,898.0,16363.0,1422.082,0.08690839088186764,DEC,Decatur Airport,medium_airport,Decatur,39.834598541259766,-88.8656997680664
DEN,Fall,378785.0,3734265.0,483945.326,0.129595871208926,DEN,Denver International Airport,large_airport,Denver,39.860027,-104.673792
DEN,Spring,359955.0,4952614.0,888555.9720000001,0.1794115131928311,DEN,Denver International Airport,large_airport,Denver,39.860027,-104.673792
DEN,Summer,400011.0,7826531.0,1433801.9000000001,0.18319762612580212,DEN,Denver International Airport,large_airport,Denver,39.860027,-104.673792
DEN,Winter,312682.0,4289174.0,658332.296,0.15348696415673507,DEN,Denver International Airport,large_airport,Denver,39.860027,-104.673792
DFW,Fall,373377.0,5448648.0,790103.6,0.14500911051695758,DFW,Dallas Fort Worth International Airport,large_airport,Dallas-Fort Worth,32.896801,-97.038002
DFW,Spring,366654.0,7439461.0,1511436.602,0.20316479943909915,DFW,Dallas Fort Worth International Airport,large_airport,Dallas-Fort Worth,32.896801,-97.038002
DFW,Summer,399886.0,9270938.0,1237195.442,0.1334487882455907,DFW,Dallas Fort Worth International Airport,large_airport,Dallas-Fort Worth,32.896801,-97.038002
DFW,Winter,313905.0,5226575.0,886124.224,0.1695420469427876,DFW,Dallas Fort Worth International Airport,large_airport,Dallas-Fort Worth,32.896801,-97.038002
DHN,Fall,1109.0,5717.0,1728.646,0.3023694245233514,DHN,Dothan Regional Airport,medium_airport,Dothan,31.321300506591797,-85.44960021972656
DHN,Spring,1149.0,11562.0,2723.968,0.2355966095831171,DHN,Dothan Regional Airport,medium_airport,Dothan,31.321300506591797,-85.44960021972656
DHN,Summer,1174.0,19957.0,4499.982,0.2254838903642832,DHN,Dothan Regional Airport,medium_airport,Dothan,31.321300506591797,-85.44960021972656
DHN,Winter,999.0,10595.0,2335.864,0.2204685228881548,DHN,Dothan Regional Airport,medium_airport,Dothan,31.321300506591797,-85.44960021972656
DIK,Fall,817.0,12588.0,1897.424,0.15073276136002542,DIK,Dickinson Theodore Roosevelt Regional Airport,medium_airport,Dickinson,46.797533,-102.801905
DIK,Spring,778.0,17480.0,3388.018,0.1938225400457666,DIK,Dickinson Theodore Roosevelt Regional Airport,medium_airport,Dickinson,46.797533,-102.801905
DIK,Summer,825.0,30657.0,3568.362,0.11639632057931305,DIK,Dickinson Theodore Roosevelt Regional Airport,medium_airport,Dickinson,46.797533,-102.801905
DIK,Winter,693.0,16783.0,8278.26,0.49325269618065903,DIK,Dickinson Theodore Roosevelt Regional Airport,medium_airport,Dickinson,46.797533,-102.801905
DLG,Fall,471.0,3499.0,764.8140000000001,0.2185807373535296,DLG,Dillingham Airport,medium_airport,Dillingham,59.04470062,-158.5050049
DLG,Spring,538.0,3083.0,1102.742,0.3576847226727214,DLG,Dillingham Airport,medium_airport,Dillingham,59.04470062,-158.5050049
DLG,Summer,861.0,4524.0,746.698,0.165052608311229,DLG,Dillingham Airport,medium_airport,Dillingham,59.04470062,-158.5050049
DLG,Winter,411.0,6570.0,2231.084,0.339586605783866,DLG,Dillingham Airport,medium_airport,Dillingham,59.04470062,-158.5050049
DLH,Fall,3066.0,33577.0,7033.054,0.20946046400810078,DLH,Duluth International Airport,medium_airport,Duluth,46.841873,-92.198746
DLH,Spring,2843.0,31163.0,8335.18,0.2674703975868819,DLH,Duluth International Airport,medium_airport,Duluth,46.841873,-92.198746
DLH,Summer,3168.0,45439.0,7981.7080000000005,0.1756576509166135,DLH,Duluth International Airport,medium_airport,Duluth,46.841873,-92.198746
DLH,Winter,2267.0,36612.0,9800.65,0.26768955533704797,DLH,Duluth International Airport,medium_airport,Duluth,46.841873,-92.198746
DRO,Fall,5028.0,59623.0,5101.026,0.08555466850041091,DRO,Durango La Plata County Airport,medium_airport,Durango,37.151501,-107.753998
DRO,Spring,4843.0,55723.0,8080.37,0.14500960106239794,DRO,Durango La Plata County Airport,medium_airport,Durango,37.151501,-107.753998
DRO,Summer,5768.0,88149.0,11130.944,0.12627419482920962,DRO,Durango La Plata County Airport,medium_airport,Durango,37.151501,-107.753998
DRO,Winter,4257.0,62386.0,10686.726,0.1713000673227968,DRO,Durango La Plata County Airport,medium_airport,Durango,37.151501,-107.753998
DRT,Fall,360.0,3604.0,600.25,0.16655105438401777,DRT,Del Rio International Airport,medium_airport,Del Rio,29.3742008209,-100.927001953
DRT,Spring,419.0,2483.0,554.162,0.2231824405960532,DRT,Del Rio International Airport,medium_airport,Del Rio,29.3742008209,-100.927001953
DRT,Summer,368.0,5900.0,293.56,0.04975593220338983,DRT,Del Rio International Airport,medium_airport,Del Rio,29.3742008209,-100.927001953
DRT,Winter,391.0,2183.0,226.45,0.10373339441136051,DRT,Del Rio International Airport,medium_airport,Del Rio,29.3742008209,-100.927001953
DSM,Fall,20255.0,205271.0,22920.688000000002,0.11166062424794541,DSM,Des Moines International Airport,large_airport,Des Moines,41.534027,-93.656719
DSM,Spring,19324.0,262789.0,33435.346,0.12723266955618384,DSM,Des Moines International Airport,large_airport,Des Moines,41.534027,-93.656719
DSM,Summer,21431.0,412586.0,49622.854,0.12027275283213681,DSM,Des Moines International Airport,large_airport,Des Moines,41.534027,-93.656719
DSM,Winter,16605.0,237943.0,42288.476,0.17772523671635646,DSM,Des Moines International Airport,large_airport,Des Moines,41.534027,-93.656719
DTW,Fall,168484.0,1537031.0,192807.838,0.12544173669886943,DTW,Detroit Metropolitan Wayne County Airport,large_airport,Detroit,42.21377,-83.353786
DTW,Spring,165459.0,1950818.0,267269.812,0.13700397064205885,DTW,Detroit Metropolitan Wayne County Airport,large_airport,Detroit,42.21377,-83.353786
DTW,Summer,176615.0,2913216.0,418222.074,0.14356026947538392,DTW,Detroit Metropolitan Wayne County Airport,large_airport,Detroit,42.21377,-83.353786
DTW,Winter,138126.0,1879212.0,335245.612,0.17839690891714188,DTW,Detroit Metropolitan Wayne County Airport,large_airport,Detroit,42.21377,-83.353786
DVL,Fall,840.0,8953.0,915.682,0.10227655534457723,DVL,Devils Lake Regional Airport,medium_airport,Devils Lake,48.115454,-98.908796
DVL,Spring,833.0,7541.0,439.462,0.05827635592096539,DVL,Devils Lake Regional Airport,medium_airport,Devils Lake,48.115454,-98.908796
DVL,Summer,831.0,10655.0,664.686,0.062382543406851246,DVL,Devils Lake Regional Airport,medium_airport,Devils Lake,48.115454,-98.908796
DVL,Winter,777.0,22437.0,7877.118,0.3510771493515176,DVL,Devils Lake Regional Airport,medium_airport,Devils Lake,48.115454,-98.908796
EAR,Fall,584.0,5433.0,641.6,0.11809313454813179,EAR,Kearney Regional Airport,medium_airport,Kearney,40.727001,-99.006798
EAR,Spring,517.0,4948.0,1134.518,0.22928819725141472,EAR,Kearney Regional Airport,medium_airport,Kearney,40.727001,-99.006798
EAR,Summer,589.0,13266.0,1457.0720000000001,0.10983506708879844,EAR,Kearney Regional Airport,medium_airport,Kearney,40.727001,-99.006798
EAR,Winter,520.0,7582.0,1197.3220000000001,0.15791638090213667,EAR,Kearney Regional Airport,medium_airport,Kearney,40.727001,-99.006798
EAT,Fall,767.0,3042.0,412.266,0.13552465483234716,EAT,Pangborn Memorial Airport,medium_airport,Wenatchee,47.398899,-120.207001
EAT,Spring,828.0,2975.0,243.546,0.08186420168067227,EAT,Pangborn Memorial Airport,medium_airport,Wenatchee,47.398899,-120.207001
EAT,Summer,882.0,5141.0,190.528,0.03706049406730208,EAT,Pangborn Memorial Airport,medium_airport,Wenatchee,47.398899,-120.207001
EAT,Winter,750.0,5592.0,1050.63,0.18788090128755366,EAT,Pangborn Memorial Airport,medium_airport,Wenatchee,47.398899,-120.207001
EAU,Fall,425.0,6387.0,1279.758,0.2003691874119305,EAU,Chippewa Valley Regional Airport,medium_airport,Eau Claire,44.86579895019531,-91.48429870605467
EAU,Spring,500.0,9729.0,531.376,0.05461774077500257,EAU,Chippewa Valley Regional Airport,medium_airport,Eau Claire,44.86579895019531,-91.48429870605467
EAU,Summer,464.0,10530.0,1028.768,0.09769876543209877,EAU,Chippewa Valley Regional Airport,medium_airport,Eau Claire,44.86579895019531,-91.48429870605467
EAU,Winter,429.0,9230.0,1922.5520000000001,0.20829382448537379,EAU,Chippewa Valley Regional Airport,medium_airport,Eau Claire,44.86579895019531,-91.48429870605467
ECP,Fall,9879.0,73573.0,7117.656,0.0967427724844712,ECP,Northwest Florida Beaches International Airport,medium_airport,Panama City Beach,30.357106,-85.795414
ECP,Spring,12423.0,162709.0,25750.364,0.15826023145615795,ECP,Northwest Florida Beaches International Airport,medium_airport,Panama City Beach,30.357106,-85.795414
ECP,Summer,15135.0,264040.0,37311.386,0.1413095970307529,ECP,Northwest Florida Beaches International Airport,medium_airport,Panama City Beach,30.357106,-85.795414
ECP,Winter,6850.0,71191.0,12867.262,0.18074281861471253,ECP,Northwest Florida Beaches International Airport,medium_airport,Panama City Beach,30.357106,-85.795414
EGE,Fall,1797.0,19722.0,1107.048,0.05613264374809857,EGE,Eagle County Regional Airport,medium_airport,Eagle,39.64260101,-106.9179993
EGE,Spring,4394.0,57512.0,9229.03,0.16047137988593685,EGE,Eagle County Regional Airport,medium_airport,Eagle,39.64260101,-106.9179993
EGE,Summer,2876.0,64998.0,7327.286,0.11273094556755593,EGE,Eagle County Regional Airport,medium_airport,Eagle,39.64260101,-106.9179993
EGE,Winter,7032.0,130539.0,28444.576,0.2179009797838194,EGE,Eagle County Regional Airport,medium_airport,Eagle,39.64260101,-106.9179993
EKO,Fall,585.0,6328.0,4511.0,0.7128634639696586,EKO,Elko Regional Airport,medium_airport,Elko,40.82490158081055,-115.79199981689452
EKO,Spring,553.0,3461.0,752.374,0.2173863045362612,EKO,Elko Regional Airport,medium_airport,Elko,40.82490158081055,-115.79199981689452
EKO,Summer,591.0,7423.0,263.56399999999996,0.035506399030041755,EKO,Elko Regional Airport,medium_airport,Elko,40.82490158081055,-115.79199981689452
EKO,Winter,496.0,3933.0,2888.06,0.7343147724383422,EKO,Elko Regional Airport,medium_airport,Elko,40.82490158081055,-115.79199981689452
ELM,Fall,1316.0,13067.0,3007.3379999999997,0.2301475472564475,ELM,Elmira Corning Regional Airport,medium_airport,Elmira/Corning,42.1599006652832,-76.8916015625
ELM,Spring,1366.0,16543.0,2295.76,0.1387753128211328,ELM,Elmira Corning Regional Airport,medium_airport,Elmira/Corning,42.1599006652832,-76.8916015625
ELM,Summer,1338.0,22512.0,4414.682,0.19610350035536603,ELM,Elmira Corning Regional Airport,medium_airport,Elmira/Corning,42.1599006652832,-76.8916015625
ELM,Winter,1207.0,21100.0,6167.826,0.29231402843601895,ELM,Elmira Corning Regional Airport,medium_airport,Elmira/Corning,42.1599006652832,-76.8916015625
ELP,Fall,24276.0,262421.0,17399.738,0.06630467073900337,ELP,El Paso International Airport,large_airport,El Paso,31.809908,-106.375607
ELP,Spring,22215.0,313829.0,31246.974,0.0995668787779332,ELP,El Paso International Airport,large_airport,El Paso,31.809908,-106.375607
ELP,Summer,23806.0,450782.0,34355.032,0.07621207590365188,ELP,El Paso International Airport,large_airport,El Paso,31.809908,-106.375607
ELP,Winter,19158.0,240313.0,18875.482,0.07854540536716699,ELP,El Paso International Airport,large_airport,El Paso,31.809908,-106.375607
ERI,Fall,1491.0,12447.0,1063.0420000000001,0.08540547923194346,ERI,Erie International Tom Ridge Field,medium_airport,Erie,42.083127,-80.173867
ERI,Spring,1628.0,14365.0,2211.576,0.15395586494953012,ERI,Erie International Tom Ridge Field,medium_airport,Erie,42.083127,-80.173867
ERI,Summer,1455.0,22914.0,5612.608,0.24494230601379072,ERI,Erie International Tom Ridge Field,medium_airport,Erie,42.083127,-80.173867
ERI,Winter,1369.0,15635.0,3762.378,0.24063818356252,ERI,Erie International Tom Ridge Field,medium_airport,Erie,42.083127,-80.173867
ESC,Fall,851.0,9295.0,1896.088,0.20399010220548683,ESC,Delta County Airport,medium_airport,Escanaba,45.723199,-87.088623
ESC,Spring,840.0,8507.0,1070.294,0.12581333019865995,ESC,Delta County Airport,medium_airport,Escanaba,45.723199,-87.088623
ESC,Summer,858.0,12408.0,3539.242,0.2852387169568021,ESC,Delta County Airport,medium_airport,Escanaba,45.723199,-87.088623
ESC,Winter,767.0,16743.0,5113.72,0.3054243564474706,ESC,Delta County Airport,medium_airport,Escanaba,45.723199,-87.088623
EUG,Fall,11644.0,98518.0,10556.16,0.10714955642623683,EUG,Eugene Airport,medium_airport,Eugene,44.124599,-123.211998
EUG,Spring,10795.0,96686.0,9768.572,0.10103398630618704,EUG,Eugene Airport,medium_airport,Eugene,44.124599,-123.211998
EUG,Summer,12031.0,147726.0,10880.984,0.07365652627161096,EUG,Eugene Airport,medium_airport,Eugene,44.124599,-123.211998
EUG,Winter,9016.0,107710.0,22794.254,0.21162616284467553,EUG,Eugene Airport,medium_airport,Eugene,44.124599,-123.211998
EVV,Fall,4413.0,39038.0,5695.798,0.14590393975101182,EVV,Evansville Regional Airport,medium_airport,Evansville,38.0369987488,-87.5324020386
EVV,Spring,4136.0,47923.0,10305.744,0.21504797278968346,EVV,Evansville Regional Airport,medium_airport,Evansville,38.0369987488,-87.5324020386
EVV,Summer,4644.0,66103.0,11155.314,0.16875654660151582,EVV,Evansville Regional Airport,medium_airport,Evansville,38.0369987488,-87.5324020386
EVV,Winter,3547.0,39579.0,11125.476,0.2810954293943758,EVV,Evansville Regional Airport,medium_airport,Evansville,38.0369987488,-87.5324020386
EWN,Fall,2152.0,15545.0,1833.612,0.1179550981022837,EWN,Coastal Carolina Regional Airport,medium_airport,New Bern,35.0730018616,-77.04290008539999
EWN,Spring,1970.0,18219.0,3280.412,0.1800544486525056,EWN,Coastal Carolina Regional Airport,medium_airport,New Bern,35.0730018616,-77.04290008539999
EWN,Summer,2323.0,37133.0,8096.434,0.21803877952225784,EWN,Coastal Carolina Regional Airport,medium_airport,New Bern,35.0730018616,-77.04290008539999
EWN,Winter,1619.0,12950.0,2681.2780000000002,0.20704849420849422,EWN,Coastal Carolina Regional Airport,medium_airport,New Bern,35.0730018616,-77.04290008539999
EWR,Fall,174810.0,2507239.0,599008.712,0.23891169210434268,EWR,Newark Liberty International Airport,large_airport,Newark,40.6894,-74.170545
EWR,Spring,168050.0,3242712.0,808311.42,0.24927018495629585,EWR,Newark Liberty International Airport,large_airport,Newark,40.6894,-74.170545
EWR,Summer,170738.0,4241209.0,1079964.87,0.25463608843610397,EWR,Newark Liberty International Airport,large_airport,Newark,40.6894,-74.170545
EWR,Winter,151140.0,2280488.0,446940.21400000004,0.19598446209758616,EWR,Newark Liberty International Airport,large_airport,Newark,40.6894,-74.170545
EYW,Fall,8328.0,83837.0,24979.508,0.29795326645753073,EYW,Key West International Airport,medium_airport,Key West,24.556119,-81.759579
EYW,Spring,12088.0,160723.0,39670.014,0.24682225941526728,EYW,Key West International Airport,medium_airport,Key West,24.556119,-81.759579
EYW,Summer,9145.0,136639.0,25902.96,0.1895722304759256,EYW,Key West International Airport,medium_airport,Key West,24.556119,-81.759579
EYW,Winter,10891.0,147282.0,39617.696,0.2689921103732975,EYW,Key West International Airport,medium_airport,Key West,24.556119,-81.759579
FAI,Fall,5956.0,44696.0,5617.786,0.1256887864685878,FAI,Fairbanks International Airport,medium_airport,Fairbanks,64.815102,-147.856003
FAI,Spring,5861.0,43002.0,5197.92,0.12087623831449701,FAI,Fairbanks International Airport,medium_airport,Fairbanks,64.815102,-147.856003
FAI,Summer,8278.0,74999.0,7281.328,0.09708566780890412,FAI,Fairbanks International Airport,medium_airport,Fairbanks,64.815102,-147.856003
FAI,Winter,4791.0,60813.0,10762.854000000001,0.17698278328646838,FAI,Fairbanks International Airport,medium_airport,Fairbanks,64.815102,-147.856003
FAR,Fall,8373.0,81780.0,9266.214,0.113306603081438,FAR,Hector International Airport,medium_airport,Fargo,46.9207,-96.815804
FAR,Spring,8535.0,108694.0,22649.278000000002,0.20837652492317885,FAR,Hector International Airport,medium_airport,Fargo,46.9207,-96.815804
FAR,Summer,8639.0,143263.0,19029.606,0.1328298723327028,FAR,Hector International Airport,medium_airport,Fargo,46.9207,-96.815804
FAR,Winter,7625.0,131558.0,43629.242,0.3316350354976512,FAR,Hector International Airport,medium_airport,Fargo,46.9207,-96.815804
FAT,Fall,15543.0,156472.0,14970.412,0.0956747021831382,FAT,Fresno Yosemite International Airport,large_airport,Fresno,36.775767,-119.718018
FAT,Spring,14229.0,157596.0,15991.932,0.101474225234143,FAT,Fresno Yosemite International Airport,large_airport,Fresno,36.775767,-119.718018
FAT,Summer,16744.0,253418.0,22697.566,0.08956572145625015,FAT,Fresno Yosemite International Airport,large_airport,Fresno,36.775767,-119.718018
FAT,Winter,11665.0,151933.0,21929.386,0.1443358980603292,FAT,Fresno Yosemite International Airport,large_airport,Fresno,36.775767,-119.718018
FAY,Fall,3987.0,28409.0,3474.732,0.12231095779506494,FAY,Fayetteville Regional Airport - Grannis Field,medium_airport,Fayetteville,34.991199,-78.880302
FAY,Spring,4016.0,38120.0,6105.972,0.16017764952780691,FAY,Fayetteville Regional Airport - Grannis Field,medium_airport,Fayetteville,34.991199,-78.880302
FAY,Summer,4315.0,66069.0,10844.444,0.16413815859177525,FAY,Fayetteville Regional Airport - Grannis Field,medium_airport,Fayetteville,34.991199,-78.880302
FAY,Winter,3344.0,31100.0,7790.178,0.250488038585209,FAY,Fayetteville Regional Airport - Grannis Field,medium_airport,Fayetteville,34.991199,-78.880302
FCA,Fall,5648.0,32920.0,4755.63,0.14446020656136088,FCA,Glacier Park International Airport,medium_airport,Kalispell,48.310501,-114.255997
FCA,Spring,5000.0,36691.0,5177.97,0.14112370881142516,FCA,Glacier Park International Airport,medium_airport,Kalispell,48.310501,-114.255997
FCA,Summer,10039.0,122903.0,14233.172,0.11580817392577887,FCA,Glacier Park International Airport,medium_airport,Kalispell,48.310501,-114.255997
FCA,Winter,4359.0,62575.0,24156.982,0.38604845385537356,FCA,Glacier Park International Airport,medium_airport,Kalispell,48.310501,-114.255997
FLG,Fall,2830.0,37834.0,4770.292,0.12608479145741927,FLG,Flagstaff Pulliam Airport,medium_airport,Flagstaff,35.139757,-111.669826
FLG,Spring,2704.0,29790.0,3792.098,0.12729432695535414,FLG,Flagstaff Pulliam Airport,medium_airport,Flagstaff,35.139757,-111.669826
FLG,Summer,2506.0,55735.0,5403.954,0.09695799766753387,FLG,Flagstaff Pulliam Airport,medium_airport,Flagstaff,35.139757,-111.669826
FLG,Winter,2014.0,25683.0,6316.234,0.2459305377097691,FLG,Flagstaff Pulliam Airport,medium_airport,Flagstaff,35.139757,-111.669826
FLL,Fall,101511.0,1258965.0,162891.472,0.1293852267537223,FLL,Fort Lauderdale Hollywood International Airport,large_airport,Fort Lauderdale,26.072599,-80.152702
FLL,Spring,120309.0,2151413.0,383560.618,0.1782831181181856,FLL,Fort Lauderdale Hollywood International Airport,large_airport,Fort Lauderdale,26.072599,-80.152702
FLL,Summer,105856.0,2340298.0,356098.678,0.152159544639187,FLL,Fort Lauderdale Hollywood International Airport,large_airport,Fort Lauderdale,26.072599,-80.152702
FLL,Winter,104471.0,1627658.0,254828.18,0.15656125549716218,FLL,Fort Lauderdale Hollywood International Airport,large_airport,Fort Lauderdale,26.072599,-80.152702
FLO,Fall,1075.0,6463.0,552.774,0.08552901129506421,FLO,Florence Regional Airport,medium_airport,Florence,34.18539810180664,-79.7238998413086
FLO,Spring,1001.0,8015.0,602.3580000000001,0.07515383655645665,FLO,Florence Regional Airport,medium_airport,Florence,34.18539810180664,-79.7238998413086
FLO,Summer,1008.0,10964.0,1024.858,0.0934748267055819,FLO,Florence Regional Airport,medium_airport,Florence,34.18539810180664,-79.7238998413086
