airport,arr_flights,arr_del15,arr_delay,delay_rate,avg_delay_per_flight,avg_delay_if_delayed,iata_code,name,type,municipality,latitude_deg,longitude_deg,dominant_cause
SRQ,79202.0,17783.0,1138931.0,0.22452715840509077,14.380078785889244,64.04605522127875,SRQ,Sarasota Bradenton International Airport,large_airport,Sarasota/Bradenton,27.394631,-82.554359,late_aircraft_delay
STC,687.0,75.0,3499.0,0.1091703056768559,5.09315866084425,46.653333333333336,STC,Saint Cloud Regional Airport,medium_airport,Saint Cloud,45.5466,-94.059898,carrier_delay
STL,310321.0,60266.0,3671773.0,0.19420535510004158,11.832177003812182,60.926110908306505,STL,St. Louis Lambert International Airport,large_airport,St Louis,38.748697,-90.370003,late_aircraft_delay
STS,20745.0,3707.0,205556.0,0.1786936611231622,9.908700891781152,55.45076881575398,STS,Charles M. Schulz Sonoma County Airport,medium_airport,Santa Rosa,38.50899887,-122.8130035,late_aircraft_delay
SUN,10849.0,1251.0,76816.0,0.11531016683565305,7.080468245921283,61.40367705835332,SUN,Friedman Memorial Airport,medium_airport,Hailey,43.50439835,-114.2959976,carrier_delay
SUX,3693.0,735.0,69186.0,0.1990251827782291,18.734362307067425,94.13061224489796,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,medium_airport,Sioux City,42.397605,-96.382237,carrier_delay
SWF,3047.0,685.0,44143.0,0.22481128979323925,14.487364620938628,64.44233576642335,SWF,New York Stewart International Airport,medium_airport,Newburgh,41.50421,-74.108901,carrier_delay
SWO,3397.0,467.0,37369.0,0.13747424197821606,11.000588754783633,80.01927194860814,SWO,Stillwater Regional Airport,medium_airport,Stillwater,36.162132,-97.085581,carrier_delay
SYR,74418.0,15623.0,1065967.0,0.20993576822811685,14.324047945389557,68.2306215195545,SYR,Syracuse Hancock International Airport,large_airport,Syracuse,43.11119842529297,-76.1063003540039,late_aircraft_delay
TBN,631.0,59.0,5400.0,0.09350237717908082,8.55784469096672,91.52542372881356,TBN,Waynesville-St. Robert Regional Airport-Forney Field,medium_airport,Fort Leonard Wood,37.7416,-92.140701,carrier_delay
TLH,29049.0,5088.0,326967.0,0.17515232882371165,11.255705876278013,64.26238207547169,TLH,Tallahassee International Airport,medium_airport,Tallahassee,30.401209,-84.35433,late_aircraft_delay
TOL,3319.0,619.0,47058.0,0.1865019584212112,14.178366978005423,76.02261712439419,TOL,Eugene F. Kranz Toledo Express Airport,medium_airport,Toledo,41.5868,-83.8078,late_aircraft_delay
TPA,371314.0,85289.0,5652633.0,0.22969508286786924,15.223323117361586,66.27622553904959,TPA,Tampa International Airport,large_airport,Tampa,27.9755,-82.533203,late_aircraft_delay
TRI,19810.0,3002.0,205481.0,0.15153962645128724,10.372589601211509,68.44803464357095,TRI,Tri-Cities Regional TN/VA Airport,medium_airport,Blountville,36.475201,-82.407401,late_aircraft_delay
TTN,9225.0,2559.0,190646.0,0.27739837398373984,20.666233062330623,74.50019538882376,TTN,Trenton Mercer Airport,medium_airport,Ewing Township,40.276699,-74.813499,late_aircraft_delay
TUL,86204.0,18554.0,1196111.0,0.21523363185003017,13.875353811888079,64.46647623154037,TUL,Tulsa International Airport,large_airport,Tulsa,36.197084,-95.886225,late_aircraft_delay
TUS,87153.0,16894.0,1033525.0,0.19384301171502988,11.858742670935023,61.177045104770926,TUS,Tucson International Airport,large_airport,Tucson,32.115004,-110.938053,carrier_delay
TVC,26814.0,5429.0,384616.0,0.20246885955098082,14.343850227493101,70.84472278504329,TVC,Cherry Capital Airport,medium_airport,Traverse City,44.741402,-85.582199,carrier_delay
TWF,3399.0,291.0,25675.0,0.08561341571050309,7.553692262430126,88.23024054982818,TWF,Joslin Field Magic Valley Regional Airport,medium_airport,Twin Falls,42.4818,-114.487999,carrier_delay
TXK,4799.0,713.0,53072.0,0.1485726192956866,11.058970618878933,74.43478260869566,TXK,Texarkana Regional Airport (Webb Field),medium_airport,Texarkana,33.453701,-93.990997,carrier_delay
TYR,5807.0,898.0,64310.0,0.15464095057688995,11.074565179955226,71.61469933184856,TYR,Tyler Pounds Regional Airport,medium_airport,Tyler,32.35409927368164,-95.40239715576172,carrier_delay
TYS,88834.0,19197.0,1409763.0,0.216099691559538,15.869633248530969,73.43663072355055,TYS,McGhee Tyson Airport,large_airport,Knoxville/Maryville,35.811001,-83.994003,late_aircraft_delay
USA,4232.0,1193.0,83069.0,0.2818998109640832,19.628780718336483,69.6303436714166,USA,Concord-Padgett Regional Airport,medium_airport,Concord,35.387798,-80.709099,late_aircraft_delay
VCT,3032.0,395.0,59713.0,0.13027704485488126,19.694261213720317,151.17215189873417,VCT,Victoria Regional Airport,medium_airport,Victoria,28.85260009765625,-96.9185028076172,carrier_delay
VEL,1809.0,280.0,19976.0,0.15478164731896074,11.042564953012715,71.34285714285714,VEL,Vernal Regional Airport,medium_airport,Vernal,40.436214,-109.511661,carrier_delay
VLD,4730.0,695.0,66616.0,0.14693446088794926,14.083720930232559,95.85035971223022,VLD,Valdosta Regional Airport,medium_airport,Valdosta,30.782499313354492,-83.27670288085938,weather_delay
VPS,49975.0,10714.0,743147.0,0.2143871935967984,14.870375187593798,69.36223632630204,VPS,Destin-Fort Walton Beach Airport,medium_airport,Valparaiso,30.481315,-86.515839,late_aircraft_delay
WRG,3560.0,620.0,33687.0,0.17415730337078653,9.462640449438203,54.33387096774194,WRG,Wrangell Airport,medium_airport,Wrangell,56.48429871,-132.3699951,late_aircraft_delay
WYS,1706.0,201.0,12947.0,0.11781946072684643,7.589097303634232,64.41293532338308,WYS,Yellowstone Airport,medium_airport,West Yellowstone,44.6884,-111.117996,carrier_delay
XNA,67017.0,13029.0,884672.0,0.19441335780473612,13.200710267544055,67.90022258039757,XNA,Northwest Arkansas National Airport,medium_airport,Fayetteville/Springdale/Rogers,36.281898,-94.306801,late_aircraft_delay
XWA,8447.0,1562.0,132157.0,0.18491772226826092,15.645436249556056,84.60755441741357,XWA,Williston Basin International Airport,medium_airport,Williston,48.260863,-103.75116,carrier_delay
YAK,3560.0,572.0,27637.0,0.16067415730337078,7.763202247191011,48.31643356643357,YAK,Yakutat Airport,medium_airport,Yakutat,59.508717,-139.660435,late_aircraft_delay
YKM,3172.0,397.0,16491.0,0.12515762925598992,5.198928121059269,41.53904282115869,YKM,Yakima Air Terminal McAllister Field,medium_airport,Yakima,46.56819916,-120.5439987,late_aircraft_delay
YUM,8615.0,1299.0,96246.0,0.15078351712130006,11.17190946024376,74.09237875288683,YUM,Yuma International Airport / Marine Corps Air Station Yuma,medium_airport,Yuma,32.650938,-114.609375,carrier_delay
